Title,Author,Rate
Being the Bad Boy's Victim,Claire Monette,3.81
The Lavender Garden,Lucinda Riley,4.21
"Tales from a Not-So-Dorky Drama Queen (Dork Diaries, #9)",Rachel Renée Russell,4.34
Final Girls,Riley Sager,3.83
"Act of Treason (Mitch Rapp, #9)",Vince Flynn,4.29
The Mambo Kings Play Songs of Love,Oscar Hijuelos,3.68
Mayfair Witches Collection,Anne Rice,4.24
Oceans Apart,Karen Kingsbury,4.24
Belle du Seigneur,Albert Cohen,4.10
"A Ring of Endless Light (Austin Family Chronicles, #4)",Madeleine L'Engle,4.16
A Filha do Capitão,José Rodrigues dos Santos,3.95
Fearless: Imagine Your Life Without Fear,Max Lucado,4.14
"The Cardinal of the Kremlin (Jack Ryan, #4)",Tom Clancy,4.07
"Lone Wolf (Wolves of the Beyond, #1)",Kathryn Lasky,4.18
The Story Sisters,Alice Hoffman,3.84
"Fourth Grave Beneath My Feet (Charley Davidson, #4)",Darynda Jones,4.35
A Sound of Thunder,Ray Bradbury,4.11
"The Hit (Will Robie, #2)",David Baldacci,4.12
Proof,David Auburn,3.97
مدن الملح,عبدالرحمن منيف,4.30
"Rainbow Valley (Anne of Green Gables, #7)",L.M. Montgomery,4.00
A Bad Case of Stripes,David Shannon,4.25
The Universe in a Nutshell,Stephen Hawking,4.17
Area 51: An Uncensored History of America's Top Secret Military Base,Annie Jacobsen,3.80
"Scorpia Rising (Alex Rider, #9)",Anthony Horowitz,4.29
A Man in Full,Tom Wolfe,3.85
The Lady and the Unicorn,Tracy Chevalier,3.70
A Stolen Life,Jaycee Dugard,3.90
"A Local Habitation (October Daye, #2)",Seanan McGuire,3.90
"Cemetery Dance (Pendergast, #9)",Douglas Preston,4.02
Christ Recrucified,Nikos Kazantzakis,4.31
"Fable (Fable, #1)",Adrienne Young,4.10
"Personal (Jack Reacher, #19)",Lee Child,3.96
The Paper Bag Princess,Robert Munsch,4.30
Confessions of an Economic Hit Man,John Perkins,3.86
"Sandstorm (Sigma Force, #1)",James Rollins,3.96
"Finger Lickin' Fifteen (Stephanie Plum, #15)",Janet Evanovich,4.00
Last Night in Twisted River,John Irving,3.77
Miracles,C.S. Lewis,4.01
Marie Antoinette: The Journey,Antonia Fraser,3.90
"Crookedstar's Promise (Warriors Super Edition, #4)",Erin Hunter,4.57
"Forgiven (The Demon Trappers, #3)",Jana Oliver,4.24
Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,John G. Neihardt,4.10
"Breaking Night: A Memoir of Forgiveness, Survival, and My Journey from Homeless to Harvard",Liz Murray,4.18
"Archangel's Legion (Guild Hunter, #6)",Nalini Singh,4.37
"Speaking from Among the Bones (Flavia de Luce, #5)",Alan Bradley,4.15
"Dirty Rowdy Thing (Wild Seasons, #2)",Christina Lauren,4.22
"Die Herren von Winterfell (Das Lied von Eis und Feuer, #1)",George R.R. Martin,4.28
Home,Toni Morrison,3.79
Grasshopper Jungle,Andrew  Smith,3.63
"Frozen Charlotte (Frozen Charlotte, #1)",Alex Bell,4.22
Ruby Holler,Sharon Creech,4.04
Fly by Night,Frances Hardinge,3.78
The Island of the Day Before,Umberto Eco,3.48
"Live to Tell (Detective D.D. Warren, #4)",Lisa Gardner,4.18
Tales of the South Pacific,James A. Michener,4.05
"Ashfall (Ashfall, #1)",Mike Mullin,3.98
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson,3.84
"Blackout (Newsflesh, #3)",Mira Grant,4.09
Terra Nostra,Carlos Fuentes,4.11
"Kiss of Frost (Mythos Academy, #2)",Jennifer Estep,4.03
The Radium Girls: The Dark Story of America's Shining Women,Kate  Moore,4.13
"The Devil Colony (Sigma Force, #7)",James Rollins,4.17
Twilight of the Idols / The Anti-Christ,Friedrich Nietzsche,4.16
Twenty Years After,Alexandre Dumas,4.06
Tar Baby,Toni Morrison,3.96
"Lady of Light and Shadows (Tairen Soul, #2)",C.L. Wilson,4.27
The Claiming of Sleeping Beauty,A.N. Roquelaure,3.26
"Retribution (Dark-Hunter, #19)",Sherrilyn Kenyon,4.12
"Hush Money (Talent Chronicles, #1)",Susan Bischoff,3.74
"Shut Out (Hamilton High, #2)",Kody Keplinger,3.74
Thirteen Days to Midnight,Patrick Carman,3.66
Song of Myself,Walt Whitman,4.17
Tales of the Unexpected,Roald Dahl,4.19
"Comanche Moon (Comanche, #1)",Catherine Anderson,4.12
I Am David,Anne Holm,3.98
The Best Thing for Me,L.  Jackson,3.81
Between The Lines: Volumes of Words Unspoken,Céline Zabad,4.15
The Covenant,James A. Michener,4.20
"Branded by Fire (Psy-Changeling, #6)",Nalini Singh,4.25
Cast in Fury (Chronicles of Elantra #4),Michelle Sagara,4.19
"My Sweet Audrina (Audrina, #1)",V.C. Andrews,3.87
"Divine By Choice (Partholon, #2)",P.C. Cast,4.10
"Mini Shopaholic (Shopaholic, #6)",Sophie Kinsella,3.73
Touching the Void: The True Story of One Man's Miraculous Survival,Joe Simpson,4.21
"Legacy (Night School, #2)",C.J. Daugherty,4.12
"Daughters of Darkness (Night World, #2)",L.J. Smith,3.92
Playlist for the Dead,Michelle Falkoff,3.34
"The Glass Books of the Dream Eaters (Miss Temple, Doctor Svenson, and Cardinal Chang, #1)",Gordon Dahlquist,3.50
The Dante Club (The Dante Club #1),Matthew Pearl,3.41
Ladder of Years,Anne Tyler,3.72
"The Doomsday Key (Sigma Force, #6)",James Rollins,4.16
"The Dead and the Gone (Last Survivors, #2)",Susan Beth Pfeffer,3.85
Nightlight: A Parody,The Harvard Lampoon,3.09
L'avalée des avalés,Réjean Ducharme,3.92
"Ember (Death Collectors, #1)",Jessica Sorensen,3.90
"Mile High (Up in the Air, #2)",R.K. Lilley,4.19
"Forbidden (The Demon Trappers, #2)",Jana Oliver,4.18
"The Game Changer (The Perfect Game, #2)",J. Sterling,4.11
The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie,4.09
A Little History of the World,E.H. Gombrich,4.12
"Island in the Sea of Time (Nantucket, #1)",S.M. Stirling,4.01
The Big Rock Candy Mountain,Wallace Stegner,4.17
The Princess,Lori Wick,4.12
All's Well That Ends Well,William Shakespeare,3.62
Portrait of a Killer: Jack the Ripper - Case Closed,Patricia Cornwell,3.48
Hafalan Shalat Delisa,Tere Liye,4.24
"Mr. Darcy's Diary (Jane Austen Heroes, #1)",Amanda Grange,3.66
"How to Marry a Millionaire Vampire (Love at Stake, #1)",Kerrelyn Sparks,3.85
Oracle Night,Paul Auster,3.79
A Bend in the River,V.S. Naipaul,3.77
Leviathan,Thomas Hobbes,3.71
Harry Potter: Film Wizardry,Brian Sibley,4.50
Les caves du Vatican,André Gide,3.64
The Enchanted,Rene Denfeld,3.95
"First Debt (Indebted, #2)",Pepper Winters,4.22
"The Brightest Night (Wings of Fire, #5)",Tui T. Sutherland,4.61
If I Was Your Girl,Meredith Russo,4.00
"End of Watch (Bill Hodges Trilogy, #3)",Stephen King,4.09
Guts,Chuck Palahniuk,3.88
The Private Memoirs and Confessions of a Justified Sinner,James Hogg,3.67
"The Harry Potter trilogy (Harry Potter, #1-3)",J.K. Rowling,4.66
"Memorial Day (Mitch Rapp, #7)",Vince Flynn,4.31
Up in the Old Hotel,Joseph Mitchell,4.33
One Door Away from Heaven,Dean Koontz,3.98
"Torn (The Missing, #4)",Margaret Peterson Haddix,4.00
The Birth House,Ami McKay,4.02
Cosmopolis,Don DeLillo,3.24
Corduroy,Don Freeman,4.30
"High Rhulain (Redwall, #18)",Brian Jacques,4.13
Faking Delinquency,Ashley Winters,4.40
"Sleeping Giants (Themis Files, #1)",Sylvain Neuvel,3.83
Giles Goat-Boy,John Barth,3.75
"Splendor (Luxe, #4)",Anna Godbersen,3.84
A History of the World in 10½  Chapters,Julian Barnes,3.89
The Day Lasts More Than a Hundred Years,Chingiz Aitmatov,4.34
Andersonville,MacKinlay Kantor,4.11
"What Really Happened in Peru (The Bane Chronicles, #1)",Cassandra Clare,3.74
The Manchurian Candidate,Richard Condon,4.10
Please Kill Me: The Uncensored Oral History of Punk,Legs McNeil,4.17
"The Dark Secret (Wings of Fire, #4)",Tui T. Sutherland,4.48
"Ready Player Two (Ready Player One, #2)",Ernest Cline,3.43
You Shall Know Our Velocity!,Dave Eggers,3.63
"Dead Is the New Black (Dead Is, #1)",Marlene Perez,3.97
Sacred Hunger (Sacred Hunger #1),Barry Unsworth,4.11
"The Ruby in the Smoke (Sally Lockhart, #1)",Philip Pullman,3.77
"Oh, the Thinks You Can Think!",Dr. Seuss,4.09
Post Captain (Aubrey & Maturin #2),Patrick O'Brian,4.25
Waiting,Ha Jin,3.53
Once,Morris Gleitzman,4.23
مولانا,إبراهيم عيسى,3.65
"About That Night (FBI/US Attorney, #3)",Julie James,4.04
"The Fairest Beauty (Hagenheim, #3)",Melanie Dickerson,3.91
"A Gallagher Wedding (Gallagher Girls, #6.5)",Ally Carter,4.20
True West,Sam Shepard,3.65
"The Captive (The Secret Circle, #2)",L.J. Smith,3.88
The Fountains of Silence,Ruta Sepetys,4.30
The Overcoat and Other Short Stories,Nikolai Gogol,4.21
The Songlines,Bruce Chatwin,3.98
The Children's Hour,Lillian Hellman,3.94
Време разделно,Anton Donchev,4.56
Gravity,Tess Gerritsen,4.06
One Thousand Gifts: A Dare to Live Fully Right Where You Are,Ann Voskamp,4.01
"Bloodsucking Fiends (A Love Story, #1)",Christopher Moore,3.93
"Dances with Wolves (Dances with Wolves, #1)",Michael Blake,4.22
"Phantom (Harry Hole, #9)",Jo Nesbø,4.11
No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,Mark Owen,4.00
"Our Oriental Heritage (The Story of Civilization, #1)",Will Durant,4.30
Marrow,Tarryn Fisher,3.97
Troilus and Cressida,William Shakespeare,3.40
"A Letter of Mary (Mary Russell and Sherlock Holmes, #3)",Laurie R. King,4.00
The Christmas Doll,Elvira Woodruff,4.23
"Knots and Crosses (Inspector Rebus, #1)",Ian Rankin,3.83
"Into the Cold Fire (Daughters of the Moon, #2)",Lynne Ewing,3.95
A Child's Garden of Verses,Robert Louis Stevenson,4.26
The Death and Life of Great American Cities,Jane Jacobs,4.31
"The Sleeping Beauty (Five Hundred Kingdoms, #5)",Mercedes Lackey,3.98
Day Watch (Watch #2),Sergei Lukyanenko,4.06
"Lord Valentine's Castle (Lord Valentine, #1)",Robert Silverberg,3.89
"Physik (Septimus Heap, #3)",Angie Sage,4.01
The Heaven Tree Trilogy,Edith Pargeter,4.31
"Priestess of Avalon (Avalon, #4)",Marion Zimmer Bradley,4.05
"Forbidden (The Books of Mortals, #1)",Ted Dekker,3.93
Borstal Boy,Brendan Behan,4.00
"Truth (Consequences, #2)",Aleatha Romig,4.35
"The Big Nowhere (L.A. Quartet, #2)",James Ellroy,4.08
Molloy,Samuel Beckett,4.05
"Ever After (The Hollows, #11)",Kim Harrison,4.46
Das Boot,Lothar-Günther Buchheim,4.22
Jane of Lantern Hill,L.M. Montgomery,4.16
The Thurber Carnival,James Thurber,4.23
Deadline,Chris Crutcher,3.93
Measuring the World,Daniel Kehlmann,3.74
"The Strange Power (Dark Visions, #1)",L.J. Smith,3.80
Coming Into the Country,John McPhee,4.22
"Sharpe's Rifles (Sharpe, #6)",Bernard Cornwell,4.25
Twilight Watch (Watch #3),Sergei Lukyanenko,4.12
The Last Jew,Noah Gordon,4.12
Micro,Michael Crichton,3.46
"Batman, Volume 1: The Court of Owls",Scott Snyder,4.33
"Sacrifice of Love (The Grey Wolves, #7)",Quinn Loftis,4.56
Flight Behavior,Barbara Kingsolver,3.79
"Relentless (Relentless, #1)",Karen  Lynch,4.30
Here's Looking at You,Mhairi McFarlane,3.78
The Counterlife,Philip Roth,3.91
Bloomability,Sharon Creech,4.05
Daniel Martin,John Fowles,3.80
"The Other Side of Dawn (Tomorrow, #7)",John Marsden,4.19
Byzantium,Stephen R. Lawhead,4.19
To Have or to Be? The Nature of the Psyche,Erich Fromm,4.19
Pies & Prejudice,Heather Vogel Frederick,4.37
The Yellow Birds,Kevin Powers,3.74
"Sea of Silver Light (Otherland, #4)",Tad Williams,4.14
"Burn (Breathless, #3)",Maya Banks,4.00
"Forever Us (Forever, #3)",Sandi Lynn,4.25
Becoming Calder,Mia Sheridan,4.27
Room on the Broom,Julia Donaldson,4.41
"A Clean Kill in Tokyo (John Rain, #1)",Barry Eisler,3.97
"The Savior's Champion (The Savior's Series, #1)",Jenna Moreci,3.81
The Living,Annie Dillard,3.85
"Death Note, Vol. 13: How to Read",Tsugumi Ohba,4.30
"Sailing to Sarantium (The Sarantine Mosaic, #1)",Guy Gavriel Kay,4.18
"Remembrance of Things Past: Volume III - The Captive, The Fugitive, & Time Regained",Marcel Proust,4.55
"Saint (Paradise, #2)",Ted Dekker,4.02
Idylls of the King,Alfred Tennyson,3.96
"On the Bright Side, I'm Now the Girlfriend of a Sex God (Confessions of Georgia Nicolson, #2)",Louise Rennison,3.95
"Hour Game (Sean King & Michelle Maxwell, #2)",David Baldacci,4.00
"Belly Up (FunJungle, #1)",Stuart Gibbs,4.19
"The Prisoner in the Oak (The Mists of Avalon, #4)",Marion Zimmer Bradley,4.15
"Slave (Finding Anna, #1)",Sherri Hayes,3.87
The Fall of the House of Usher - an Edgar Allan Poe Short Story,Edgar Allan Poe,3.93
"Stay with Me (Wait for You, #3)",Jennifer L. Armentrout,4.17
Rifles for Watie,Harold Keith,3.92
Getting to Yes: Negotiating Agreement Without Giving In,Roger Fisher,3.94
The Kite Runner: A Portrait of the Marc Forster Film,David Benioff,4.63
"Riotous Assembly (Piemburg, #1)",Tom Sharpe,4.08
"The Hourglass Door (Hourglass Door, #1)",Lisa Mangum,3.83
"Dead Is So Last Year (Dead Is, #3)",Marlene Perez,4.17
One True Thing,Anna Quindlen,4.04
The Moon and More,Sarah Dessen,3.63
"Seeds of Rebellion (Beyonders, #2)",Brandon Mull,4.28
Among Others,Jo Walton,3.70
The Night in Lisbon,Erich Maria Remarque,4.29
"A God in Ruins (Todd Family, #2)",Kate Atkinson,3.94
Another Sunny Day,D.K.  Janotta,4.40
"The Egg and I (Betty MacDonald Memoirs, #1)",Betty MacDonald,3.90
How to Talk to a Liberal (If You Must): The World According to Ann Coulter,Ann Coulter,3.30
Medea and Other Plays,Euripides,3.98
"Cat & Mouse (Alex Cross, #4)",James Patterson,4.00
Protector (Known Space),Larry Niven,4.07
"The Keeping (Law of the Lycans, #2)",Nicky Charles,4.17
"The King Stag  (The Mists of Avalon, #3)",Marion Zimmer Bradley,4.16
The City of Joy,Dominique Lapierre,4.23
"Abby Cooper, Psychic Eye (Psychic Eye Mystery, #1)",Victoria Laurie,3.93
"Rogue (Talon, #2)",Julie Kagawa,3.90
The Most Dangerous Game,Richard Connell,3.94
"The Wedding (Being the Bad Boy's Victim, #1.5)",Claire Monette,4.68
Hotel World,Ali Smith,3.59
"Death Note, Vol. 10: Deletion (Death Note, #10)",Tsugumi Ohba,4.22
"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now",Eckhart Tolle,4.23
The Theory of Everything: The Origin and Fate of the Universe,Stephen Hawking,4.18
The Tesseract,Alex Garland,3.23
Captivating: Unveiling the Mystery of a Woman's Soul,John Eldredge,3.91
The Eagle of the Ninth,Rosemary Sutcliff,3.93
"What Happens in London (Bevelstoke, #2)",Julia Quinn,4.01
A Thread of Grace,Mary Doria Russell,4.00
"Dead Is Just A Rumor (Dead Is, #4)",Marlene Perez,4.24
The Cross and the Switchblade,David Wilkerson,4.22
The Lost City of Z: A Tale of Deadly Obsession in the Amazon,David Grann,3.85
Candor,Pam Bachorz,3.62
"White Fire (Pendergast, #13)",Douglas Preston,4.09
"The Lost Heiress (Ladies of the Manor, #1)",Roseanna M. White,4.15
"Death Note, Vol. 3: Hard Run (Death Note, #3)",Tsugumi Ohba,4.45
"Silverwing (Silverwing, #1)",Kenneth Oppel,4.07
"Gods and Generals (The Civil War Trilogy, #1)",Jeff Shaara,4.07
Assassination Vacation,Sarah Vowell,3.91
Solar Storms,Linda Hogan,4.14
"Seer of Sevenwaters (Sevenwaters, #5)",Juliet Marillier,4.05
The Suspicions of Mr. Whicher,Kate Summerscale,3.53
"Vampire Most Wanted (Argeneau, #20)",Lynsay Sands,4.16
"Owl at Home (I Can Read, Level 2)",Arnold Lobel,4.21
"A Kiss at Midnight (Fairy Tales, #1)",Eloisa James,3.80
RoomHate,Penelope Ward,3.94
"Girl, Wash Your Face: Stop Believing the Lies about Who You Are So You Can Become Who You Were Meant to Be",Rachel Hollis,3.63
"Meridon (The Wideacre Trilogy, #3)",Philippa Gregory,3.71
"Лабиринт отражений (Лабиринт отражений, #1)",Sergei Lukyanenko,4.14
"Dead Is a State of Mind (Dead Is, #2)",Marlene Perez,4.14
The Black Arrow,Robert Louis Stevenson,3.81
No Greater Love,Danielle Steel,4.00
"The Perfect Play (Play by Play, #1)",Jaci Burton,3.90
All the Lovely Bad Ones,Mary Downing Hahn,4.03
"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment",Steve  Harvey,3.79
"The Rocker That Holds Me (The Rocker, #1)",Terri Anne Browning,3.90
"Debt Inheritance (Indebted, #1)",Pepper Winters,3.78
Music for Chameleons,Truman Capote,4.09
The Bottoms,Joe R. Lansdale,4.17
"New Spring (The Wheel of Time, #0)",Robert Jordan,4.04
Iron &  Silk,Mark Salzman,3.96
The Proper Role of Government,Ezra Taft Benson,4.46
Some Ether,Nick Flynn,4.15
"Inner Harbor (Chesapeake Bay Saga, #3)",Nora Roberts,4.18
The Doomsday Conspiracy,Sidney Sheldon,3.64
"Scientific Progress Goes ""Boink"" (Calvin and Hobbes #6)",Bill Watterson,4.62
The Boy Who Harnessed the Wind: Creating Currents of Electricity and Hope,William Kamkwamba,4.03
Why the Whales Came,Michael Morpurgo,3.95
"Raid (Unfinished Hero, #3)",Kristen Ashley,4.21
The Maid of Fairbourne Hall,Julie Klassen,4.06
"Biting Cold (Chicagoland Vampires, #6)",Chloe Neill,4.11
"Her Royal Highness (Royals, #2)",Rachel Hawkins,3.79
"Oedipus at Colonus (The Theban Plays, #2)",Sophocles,3.74
"Death Note, Vol. 11: Kindred Spirits (Death Note, #11)",Tsugumi Ohba,4.21
Superman: Red Son,Mark Millar,4.17
"How to Ruin a Summer Vacation (How to Ruin, #1)",Simone Elkeles,3.95
Now Wait for Last Year,Philip K. Dick,3.89
In My Hands: Memories of a Holocaust Rescuer,Irene Gut Opdyke,4.22
The Crown of Ptolemy (Percy Jackson & Kane Chronicles Crossover #3),Rick Riordan,4.37
The Bacchae,Euripides,3.87
"Indelible (Grant County, #4)",Karin Slaughter,4.17
The Collected Stories of Katherine Anne Porter,Katherine Anne Porter,3.98
"Pillar of Light (The Work and the Glory, #1)",Gerald N. Lund,4.29
De Profundis and Other Writings,Oscar Wilde,4.21
La suma de los días,Isabel Allende,3.98
"The Guardian (Dark-Hunter, #20; Dream-Hunter, #5; Were-Hunter, #6; Hellchaser, #3)",Sherrilyn Kenyon,4.34
"Tiger (New Species, #7)",Laurann Dohner,4.33
"A Dog's Journey (A Dog's Purpose, #2)",W. Bruce Cameron,4.40
"Cast in Secret (Chronicles of Elantra, #3)",Michelle Sagara,4.17
Provinces of Night,William Gay,4.20
Strangers on a Train,Patricia Highsmith,3.76
Fail-Safe,Eugene Burdick,4.16
Riddley Walker,Russell Hoban,4.02
Den of Vipers,K.A. Knight,3.55
Room,Emma Donoghue,4.06
My Losing Season: A Memoir,Pat Conroy,3.85
"The Dream-Hunter (Dark-Hunter, #10; Dream-Hunter, #1)",Sherrilyn Kenyon,4.05
Sex at Dawn: The Prehistoric Origins of Modern Sexuality,Christopher  Ryan,3.97
"Ruby (Landry, #1)",V.C. Andrews,3.95
"Shimmer (Riley Bloom, #2)",Alyson Noel,3.74
Pastwatch: The Redemption of Christopher Columbus,Orson Scott Card,3.97
"The Keepsake (Rizzoli & Isles, #7)",Tess Gerritsen,4.10
O Despertar da Magia (As Crónicas de Gelo e Fogo #4),George R.R. Martin,4.40
"Vengeance in Death (In Death, #6)",J.D. Robb,4.34
The Gold Bug [+ The Sphinx + William Wilson],Edgar Allan Poe,3.74
"Dead City (Dead City, #1)",James Ponti,4.26
Batman: White Knight,Sean        Murphy,4.32
"Rabbit Is Rich (Rabbit Angstrom, #3)",John Updike,3.91
Killing Mister Watson (Shadow Country Trilogy #1),Peter Matthiessen,3.83
The Quickie,James Patterson,3.84
"Cause of Death (Kay Scarpetta, #7)",Patricia Cornwell,3.94
"Morning, Noon  Night",Sidney Sheldon,3.67
The Transition of H. P. Lovecraft: The Road to Madness,H.P. Lovecraft,4.31
"All the Weyrs of Pern (Pern, #11)",Anne McCaffrey,4.19
Wittgenstein's Nephew,Thomas Bernhard,4.01
Tartuffe,Molière,3.66
Wolfsangel (The Wolfsangel Cycle #1),M.D. Lachlan,3.49
"Found in You (Fixed, #2)",Laurelin Paige,4.25
The Slap,Christos Tsiolkas,3.22
The Satyricon,Petronius,3.80
"Police (Harry Hole, #10)",Jo Nesbø,4.22
Married to the Bad Boy,Letty Scott,3.64
The Girl with Seven Names: A North Korean Defector’s Story,Hyeonseo Lee,4.38
"Mean Spirits / Young Blood (The Mediator, #3-4)",Meg Cabot,4.32
"Out for Blood (Drake Chronicles, #3)",Alyxandra Harvey,4.21
"Lucky (Lucky Santangelo, #2)",Jackie Collins,4.11
Cigars of the Pharaoh (Tintin #4),Hergé,4.06
Being There,Jerzy Kosiński,3.86
The Shadowy Horses,Susanna Kearsley,3.95
"Malice (The Faithful and the Fallen, #1)",John Gwynne,4.14
Noggin,John Corey Whaley,3.76
The One Thing: The Surprisingly Simple Truth Behind Extraordinary Results,Gary Keller,4.11
El Deafo,Cece Bell,4.18
After the Night,Linda Howard,4.07
Strawberry Girl,Lois Lenski,3.87
A Bride Most Begrudging,Deeanne Gist,3.93
"The Cloud Roads (Books of the Raksura, #1)",Martha Wells,3.97
Keep Holding On,Susane Colasanti,3.85
"Raze (Scarred Souls, #1)",Tillie Cole,4.14
She Stoops to Conquer,Oliver Goldsmith,3.63
Davita's Harp,Chaim Potok,4.01
"Darkness Everlasting (Guardians of Eternity, #3)",Alexandra Ivy,4.19
Black Hills,Nora Roberts,4.12
The Clockwork Three,Matthew J. Kirby,3.99
A Place to Call Home,Deborah Smith,4.06
Ember (Ember #1),Madison Daniel,3.66
"Love's Enduring Promise (Love Comes Softly, #2)",Janette Oke,4.16
"A Red Herring Without Mustard (Flavia de Luce, #3)",Alan Bradley,4.05
The Makioka Sisters,Jun'ichirō Tanizaki,4.04
"Mistaken Identity: Two Families, One Survivor, Unwavering Hope",Don Van Ryn,4.05
"Underworld (Underworld, #1)",Greg Cox,4.08
"Something Rotten (Thursday Next, #4)",Jasper Fforde,4.14
The State and Revolution,Vladimir Lenin,4.18
The Divine Conspiracy: Rediscovering Our Hidden Life in God,Dallas Willard,4.13
